Price,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Brand,Model
6024160,7,22000,petrol,manual,1,5,Maruti,Suzuki Alto K10 VXI
7448350,7,53000,petrol,manual,2,5,Tata,Tigor Revotron XT
8021300,7,24000,petrol,manual,1,5,Honda,Brio S MT
8987130,7,24000,petrol,automatic,1,5,Tata,Tiago Revotron XZA AMT
5434840,8,36000,petrol,manual,1,5,Renault,Kwid RXT
4878260,11,42000,petrol,manual,1,5,Ford,Figo Duratec Petrol ZXI 1.2
8299590,5,44000,petrol,automatic,1,5,Volkswagen,Polo Comfortline 1.2L (P)
7726640,5,32000,petrol,manual,1,5,Maruti,Suzuki Eeco AC 5 STR
4076130,7,34000,petrol,automatic,2,4,Tata,Nano Twist XTA Petrol
6302450,10,66000,petrol,manual,2,5,Hyundai,Grand i10 Magna 1.2 Kappa VTVT
6629850,8,45000,petrol,manual,2,5,Ford,Figo Titanium 1.2 Ti-VCT
3192150,13,52000,petrol,manual,3,5,Chevrolet,Beat LT Petrol
4469010,12,26000,petrol,manual,1,5,Maruti,Suzuki Alto K10 VXI
4894630,8,38000,petrol,manual,2,5,Renault,Kwid RXT 1.0 SCE Special (O)
7824860,11,63000,petrol,manual,2,5,Hyundai,Verna Fluidic 1.6 VTVT SX
7595680,8,29000,petrol,automatic,3,5,Honda,Brio VX AT
4878260,8,36000,petrol,manual,3,5,Renault,Kwid 1.0 RXT
4043390,8,33000,petrol,manual,2,5,Datsun,Redi-GO T (O)
7890340,6,51000,petrol,manual,1,5,Hyundai,Xcent S Petrol
6826290,6,50000,petrol,automatic,1,5,Maruti,Suzuki Alto K10 VXI AMT (O)
9298160,7,30000,petrol,automatic,2,5,Hyundai,Grand i10 Sportz (O) AT 1.2 Kappa VTVT
4387160,10,65000,petrol,manual,1,5,Hyundai,Eon Era +
9134460,8,52000,petrol,manual,1,5,Honda,Jazz VX
6498890,11,48000,petrol,automatic,1,5,Hyundai,i10 Sportz AT Petrol
6809920,8,41000,petrol,manual,1,5,Maruti,Suzuki Wagon R 1.0 VXI
8987130,9,64000,petrol,manual,2,5,Maruti,Suzuki Ciaz ZXI
7350130,8,26000,petrol,manual,1,5,Mahindra,KUV100 K8 5 STR
8725210,6,49000,petrol,manual,1,5,Tata,Tigor Revotron XZ
6367930,10,56000,petrol,manual,1,5,Tata,Bolt XT Petrol
6515260,10,47000,petrol,automatic,1,5,Maruti,Suzuki Celerio VXI AMT
4550860,12,46000,petrol,manual,3,5,Honda,Brio S MT
5222030,8,26000,petrol,manual,1,5,Hyundai,Eon Era +
9298160,5,33000,petrol,manual,1,5,Tata,Tiago XZ Plus Dual Tone Roof
8987130,8,56000,diesel,manual,2,5,Ford,EcoSport Trend 1.5L TDCi
6793550,9,70000,petrol,manual,2,5,Maruti,Suzuki Swift VXI
7644790,11,52000,petrol,manual,2,5,Ford,EcoSport Titanium 1.0L Ecoboost
4550860,11,40000,petrol,manual,2,5,Hyundai,Eon Magna +
6400670,13,67000,petrol,manual,2,5,Hyundai,Verna Fluidic 1.6 VTVT SX
9789260,8,63000,petrol,manual,1,5,Maruti,Suzuki Baleno Alpha Petrol
5434840,9,46000,petrol,manual,1,5,Hyundai,Eon Sportz
9461860,5,28000,petrol,manual,1,5,Ford,Figo Titanium Petrol
5778610,8,17000,petrol,manual,1,5,Hyundai,Eon Magna +
5549430,11,37000,petrol,manual,1,5,Hyundai,i10 Era Petrol
6335190,7,26000,petrol,automatic,1,5,Renault,Kwid 1.0 RXL AMT
6777180,8,22000,petrol,manual,1,5,Mahindra,KUV100 K4+ 5 STR
8496030,7,48000,petrol,automatic,1,5,Tata,Tiago Revotron XZA AMT
5975050,8,33000,petrol,automatic,2,5,Volkswagen,Polo Comfortline 1.2L (P)
5925940,8,31000,petrol,automatic,2,5,Maruti,Suzuki Alto K10 VXI AMT
8905280,9,58000,diesel,manual,1,5,Ford,EcoSport Trend 1.5L TDCi
6106010,8,56000,petrol,automatic,1,5,Maruti,Suzuki Alto K10 VXI AMT (O)
6367930,13,36000,petrol,manual,1,5,Maruti,Suzuki Swift VXI
4288940,11,45000,petrol,manual,2,5,Volkswagen,Polo Comfortline 1.2L (P)
3797840,13,69000,petrol,manual,2,5,Ford,Figo Duratec Petrol EXI 1.2
6024160,12,38000,petrol,manual,2,5,Maruti,Suzuki Swift LXI
4059760,13,65000,petrol,manual,1,5,Maruti,Suzuki Alto K10 VXI
9789260,10,43000,diesel,manual,1,5,Honda,City V Diesel
6515260,8,26000,petrol,manual,3,5,Honda,Amaze 1.2L SX
6515260,12,60000,petrol,manual,1,5,Hyundai,i20 Sportz 1.2
7612050,3,30000,petrol,manual,1,5,Renault,Kwid 1.0 RXT Opt
9298160,5,22000,petrol,automatic,1,5,Maruti,Suzuki Celerio X ZXI (O) AMT
6449780,10,53000,petrol,automatic,1,5,Maruti,Suzuki Celerio VXI AMT
8152260,7,34000,petrol,manual,1,5,Tata,Tiago XZ CNG (Outside Fitted)
7301020,9,18000,petrol,manual,2,5,Honda,Amaze 1.2L SX
8152260,11,71000,diesel,manual,1,5,Ford,EcoSport Trend 1.5L TDCi
9494600,9,68000,petrol,manual,1,5,Ford,EcoSport Titanium 1.0L Eco Boost
7317390,5,16000,petrol,automatic,2,5,Renault,Kwid 1.0 RXT AMT Opt
8004930,9,49000,petrol,manual,1,5,Maruti,Suzuki Swift VXI
8446920,11,13000,petrol,manual,1,5,Maruti,Suzuki Swift Dzire ZXI
5385730,10,45000,petrol,manual,1,5,Maruti,Suzuki Alto K10 VXI
6744440,12,35000,petrol,manual,1,5,Maruti,Suzuki Swift Dzire VXI 1.2
5483950,6,47000,petrol,manual,1,5,Datsun,GO T
6678960,7,25000,petrol,automatic,1,5,Renault,Kwid 1.0 RXT AMT Opt
7153690,12,64000,petrol,manual,2,5,Hyundai,Verna Fluidic 1.6 VTVT SX
4452640,13,24000,petrol,manual,2,5,Hyundai,i10 Era Petrol
6515260,11,71000,petrol,automatic,2,5,Hyundai,i10 Era Petrol
4861890,11,48000,petrol,manual,2,5,Maruti,Suzuki A-Star VXI
6253340,10,38000,petrol,manual,2,5,Honda,Amaze 1.2L EX
6024160,10,38000,petrol,manual,2,5,Tata,Zest XM Petrol
5794980,4,6000,petrol,manual,1,5,Maruti,Suzuki Alto 800 LXI
7481090,5,25000,petrol,automatic,1,5,Renault,Kwid 1.0L RXT(O) AMT
3208520,10,15000,petrol,manual,1,4,Tata,Nano Twist XT Petrol
8381440,8,41000,petrol,automatic,2,5,Volkswagen,Polo Comfortline 1.2L (P)
7824860,5,47000,petrol,manual,1,5,Volkswagen,Polo Comfortline 1.2L (P)
7972190,8,69000,petrol,manual,1,5,Volkswagen,Ameo Comfortline 1.2L (P)
8659730,7,35000,petrol,manual,1,5,Maruti,Suzuki Swift VXI
9789260,9,47000,petrol,manual,1,5,Volkswagen,Polo Highline1.2L (P)
9412750,9,67000,petrol,automatic,2,5,Ford,EcoSport Titanium 1.5L Ti-VCT AT
8152260,6,36000,petrol,automatic,1,5,Nissan,Micra XL CVT
9412750,5,22000,petrol,automatic,1,5,Maruti,Suzuki Celerio ZXI (O) AMT
3143040,8,35000,petrol,manual,3,4,Tata,Nano Twist XT Petrol
6367930,8,55000,petrol,manual,2,6,Mahindra,KUV100 K6 6 STR
4665450,12,54000,petrol,manual,2,5,Maruti,Suzuki Estilo VXI
4452640,8,45000,petrol,manual,2,5,Datsun,Go Plus T
8168630,9,28000,petrol,manual,1,5,Tata,Zest XT Petrol
6744440,8,37000,petrol,manual,3,5,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT
6367930,12,28000,petrol,manual,1,5,Maruti,Suzuki Swift Dzire VXI
7022730,11,8000,petrol,manual,1,5,Maruti,Suzuki Swift VXI
4894630,10,49000,petrol,manual,2,5,Maruti,Suzuki Wagon R 1.0 VXI
9461860,7,46000,petrol,manual,2,5,Volkswagen,Polo Comfortline 1.2L (P)
7513830,9,33000,petrol,manual,1,5,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT
6089640,7,47000,petrol,manual,1,5,Maruti,Suzuki Alto K10 VXI
9658300,9,63000,petrol,manual,1,5,Hyundai,Elite i20 Asta 1.2
9150830,2,32000,petrol,manual,1,5,Nissan,Magnite XE
8987130,11,60000,petrol,manual,1,7,Maruti,Suzuki Ertiga VXI
9298160,8,44000,petrol,automatic,1,5,Maruti,Suzuki Swift Dzire VXI AT
5402100,11,43000,petrol,manual,1,5,Hyundai,i10 Sportz 1.2 Petrol
4550860,12,64000,petrol,manual,1,5,Hyundai,i10 Era Petrol
9641930,8,64000,petrol,manual,1,5,Maruti,Suzuki Baleno Alpha Petrol
2815640,10,75000,petrol,manual,1,4,Tata,Nano Twist XT Petrol
7873970,5,17000,petrol,manual,1,7,Datsun,Go Plus T (O)
3208520,10,15000,petrol,manual,1,4,Tata,Nano Twist XT Petrol
8381440,8,41000,petrol,automatic,2,5,Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT
7824860,5,47000,petrol,manual,1,5,Maruti,Suzuki Celerio VXI (O)
7972190,8,69000,petrol,manual,1,5,Volkswagen,Ameo Comfortline 1.2L (P)
8659730,7,35000,petrol,manual,1,5,Maruti,Suzuki Swift VXI
9789260,9,47000,petrol,manual,1,5,Volkswagen,Polo Highline1.2L (P)
9412750,9,67000,petrol,automatic,2,5,Ford,EcoSport Titanium 1.5L Ti-VCT AT
8152260,6,36000,petrol,automatic,1,5,Nissan,Micra XL CVT
9412750,5,22000,petrol,automatic,1,5,Maruti,Suzuki Celerio ZXI (O) AMT
8168630,9,28000,petrol,manual,1,5,Tata,Zest XT Petrol
9461860,7,46000,petrol,manual,2,5,Volkswagen,Polo Comfortline 1.2L (P)
7513830,9,33000,petrol,manual,1,5,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT
10509540,5,74000,petrol,manual,1,5,Honda,Honda 
13407030,5,25000,petrol,automatic,1,5,Hyundai,Hyundai
12179280,4,26000,petrol,automatic,1,5,Hyundai,Hyundai
11098860,6,30000,petrol,automatic,1,5,Hyundai,Hyundai
15420540,6,44000,diesel,automatic,1,5,Renault,Renault
13619840,3,14000,petrol,automatic,1,5,Tata,Tata
11917360,4,34000,petrol,manual,1,5,Maruti,Maruti
21690250,3,27000,petrol,manual,1,5,Hyundai,Hyundai
13243330,2,59000,petrol,manual,1,5,Maruti,Maruti
14160050,5,22000,petrol,manual,1,5,Tata,Tata
25995560,2,12000,petrol,automatic,1,5,Volkswagen,Volkswagen
19594890,3,21000,petrol,automatic,1,5,Hyundai,Hyundai
11409890,4,65000,petrol,manual,1,5,Hyundai,Hyundai
11655440,8,70000,diesel,manual,1,5,Maruti,Maruti
15698830,8,41000,diesel,automatic,1,5,Hyundai,Hyundai
48766230,5,58000,diesel,automatic,1,5,BMW,BMW
23965680,4,15000,petrol,manual,1,5,Jeep,Jeep
52072970,7,54000,diesel,automatic,1,7,Land,Land
40499380,2,19000,petrol,automatic,2,5,Jeep,Jeep
81833630,6,40000,diesel,automatic,1,5,Mercedes,Mercedes
46294360,6,22000,diesel,automatic,1,5,BMW,BMW
18661800,7,57000,petrol,automatic,1,5,Skoda,Skoda
22901630,2,12000,petrol,manual,2,5,Skoda,Skoda
10133030,4,63000,petrol,manual,1,7,Renault,Renault
14683890,4,39000,petrol,manual,1,5,Maruti,Maruti
19152900,2,12000,petrol,manual,1,5,Mahindra,Mahindra
16222670,2,37000,petrol,manual,1,5,Maruti,Maruti
12572160,2,14000,petrol,manual,1,5,Nissan,Nissan
17057540,6,49000,petrol,automatic,1,5,Hyundai,Hyundai
14651150,2,18000,diesel,manual,1,5,Mahindra,Mahindra
10198510,9,38000,petrol,automatic,1,5,Maruti,Maruti
11982840,3,51000,petrol,manual,2,5,Tata,Tata
17057540,4,23000,petrol,manual,1,5,Hyundai,Hyundai
24113010,3,48000,petrol,manual,1,5,Skoda,Skoda
16337260,5,44000,diesel,manual,1,5,Mahindra,Mahindra
15535130,2,23000,petrol,manual,1,5,Tata,Tata
90526100,2,6000,petrol,automatic,2,5,Mercedes,Mercedes
52907840,7,51000,diesel,automatic,1,5,Land,Rover
16337260,4,38000,petrol,manual,1,5,Mahindra,Mahindra
14372860,7,46000,petrol,automatic,1,5,Honda,Honda 
16320890,4,38000,petrol,manual,1,5,Tata,Tata
13014150,6,38000,petrol,automatic,1,5,Hyundai,Hyundai
14389230,7,44000,diesel,manual,1,5,Maruti,Maruti
25602680,2,49000,petrol,automatic,1,5,Volkswagen,Volkswagen
12244760,4,22000,petrol,automatic,1,5,Maruti,Maruti
20151470,2,21000,petrol,manual,1,6,Maruti,Maruti
12424830,4,16000,petrol,manual,1,5,Hyundai,Hyundai
14323750,6,68000,diesel,manual,1,6,Hyundai,Hyundai
14602040,2,16000,petrol,manual,1,5,Maruti,Maruti
17499530,3,29000,petrol,manual,1,6,Tata,Tata
11017010,2,7000,petrol,automatic,1,5,Maruti,Maruti
17057540,4,26000,petrol,automatic,1,5,Maruti,Maruti
19594890,4,37000,petrol,manual,1,5,Hyundai,Hyundai
17581380,3,37000,petrol,automatic,1,5,Maruti,Maruti
17057540,4,42000,diesel,manual,1,5,Tata,Tata
10345840,6,59000,petrol,automatic,1,5,Honda,Honda 
15371430,8,63000,diesel,manual,2,7,Mahindra,Mahindra
40499380,7,58000,diesel,automatic,2,5,Mercedes,Mercedes
15960750,3,23000,petrol,manual,1,5,Maruti,Maruti
10509540,2,25000,petrol,manual,1,5,Maruti,Maruti
10493170,6,52000,petrol,automatic,1,5,Maruti,Maruti
17941520,2,50000,petrol,manual,1,5,Tata,Tata
39271630,1,13000,diesel,automatic,1,4,Mahindra,Mahindra
12424830,4,41000,petrol,manual,1,5,Hyundai,Hyundai
18923720,2,34000,diesel,manual,1,7,Mahindra,Mahindra
10460430,6,62000,petrol,manual,1,5,Hyundai,Hyundai
13063260,5,34000,petrol,automatic,1,5,Maruti,Maruti
13014150,5,52000,petrol,automatic,1,5,Maruti,Maruti
13668950,2,15000,petrol,manual,1,5,Hyundai,Hyundai
11426260,7,45000,petrol,automatic,1,5,Maruti,Maruti
15142250,3,34000,petrol,automatic,1,5,Tata,Tata
11377150,3,26000,petrol,manual,1,4,Nissan,Nissan
11377150,3,44000,petrol,automatic,1,7,Renault,Renault
15191360,5,21000,petrol,manual,1,5,Ford,Ford
13979980,4,46000,petrol,manual,1,5,Renault,Renault
18383510,5,40000,petrol,automatic,1,5,Hyundai,Hyundai
16189930,3,20000,petrol,manual,2,5,Tata,Tata
12097430,6,33000,petrol,manual,1,5,Hyundai,Hyundai
11197080,1,19000,petrol,manual,1,5,Tata,Tata
19447560,8,69000,diesel,automatic,1,7,Mahindra,Mahindra
11704550,4,10000,petrol,automatic,1,7,Renault,Renault
9969330,7,48000,petrol,manual,1,5,Hyundai,Hyundai
12424830,4,68000,petrol,automatic,1,5,Maruti,Maruti
12965040,3,19000,petrol,manual,1,5,Tata,Tata
10067550,1,3000,petrol,automatic,1,5,Renault,Renault
26764950,2,51000,diesel,manual,1,7,Mahindra,Mahindra
12965040,3,19000,petrol,manual,1,5,Tata,Tata
10067550,1,3000,petrol,automatic,1,5,Renault,Renault
26764950,2,51000,diesel,manual,1,7,Mahindra,Mahindra
10935160,2,16000,petrol,manual,1,5,Maruti,Maruti
12915930,3,22000,petrol,automatic,1,5,Maruti,Maruti
16320890,6,42000,diesel,automatic,1,5,Maruti,Maruti
13979980,2,12000,petrol,automatic,1,5,Renault,Renault
13783540,7,73000,diesel,automatic,1,5,Renault,Renault
19594890,4,34000,petrol,manual,1,5,Honda,Honda 
11770030,2,39000,petrol,automatic,1,7,Renault,Renault
10460430,2,13000,petrol,automatic,1,5,Maruti,Maruti
12326610,2,13000,petrol,manual,1,5,Hyundai,Hyundai
16320890,8,40000,diesel,manual,1,7,Mahindra,Mahindra
18498100,7,71000,diesel,automatic,1,7,Mahindra,Mahindra
16239040,3,72000,petrol,manual,1,5,Hyundai,Hyundai
15846160,2,7000,petrol,manual,1,5,Nissan,Nissan
11655440,4,12000,petrol,automatic,1,7,Renault,Renault
17826930,3,22000,petrol,manual,1,5,Tata,Tata
43134950,1,11000,petrol,automatic,1,7,Mahindra,Mahindra
12244760,7,73000,diesel,automatic,1,5,Maruti,Maruti
13898130,2,24000,petrol,automatic,1,5,Renault,Renault
13292440,3,21000,petrol,automatic,1,5,Tata,Tata
19152900,2,49000,diesel,manual,1,5,Hyundai,Hyundai
24751440,2,21000,diesel,manual,1,5,Honda,Honda 
17335830,2,15000,petrol,manual,1,5,Tata,Tata
17941520,3,29000,petrol,manual,1,5,Mahindra,Mahindra
14372860,6,31000,petrol,automatic,1,5,Maruti,Maruti
13505250,3,21000,petrol,manual,1,5,Maruti,Maruti
13014150,3,22000,petrol,automatic,1,5,Renault,Renault
11737290,7,37000,petrol,manual,1,5,Maruti,Maruti
17499530,2,28000,petrol,manual,1,5,Hyundai,Hyundai
15338690,2,16000,petrol,manual,1,5,Hyundai,Hyundai
10624130,6,36000,petrol,automatic,1,5,Renault,Renault
13014150,4,45000,petrol,manual,3,5,Ford,Ford
17204870,9,74000,diesel,automatic,2,7,Mahindra,Mahindra
10509540,7,40000,petrol,automatic,2,5,Maruti,Maruti
14029090,6,67000,diesel,automatic,1,5,Maruti,Maruti
10836940,7,60000,petrol,automatic,1,5,Maruti,Maruti
26764950,2,8000,petrol,manual,2,5,Mahindra,Mahindra
14209160,3,24000,petrol,manual,1,5,Nissan,Nissan
10263990,8,47000,petrol,manual,1,5,Hyundai,Hyundai
14225530,4,28000,petrol,manual,1,5,Maruti,Maruti
12261130,3,34000,petrol,manual,1,5,Tata,Tata
19480300,2,20000,petrol,manual,1,5,Maruti,Maruti
16320890,4,23000,petrol,automatic,1,5,Hyundai,Hyundai
10935160,3,29000,petrol,manual,1,5,Maruti,Maruti
10705980,6,52000,petrol,automatic,1,5,Maruti,Maruti
12915930,3,53000,petrol,automatic,2,5,Maruti,Maruti
12637640,3,42000,petrol,manual,1,5,Maruti,Maruti
17499530,2,11000,petrol,manual,1,5,Hyundai,Hyundai
11393520,6,62000,petrol,automatic,1,5,Maruti,Maruti
21068190,5,73000,diesel,automatic,2,7,Mahindra,Mahindra
17335830,8,67000,diesel,automatic,1,7,Mahindra,Mahindra
10378580,8,27000,petrol,manual,1,5,Hyundai,Hyundai
10051180,6,39000,petrol,manual,2,5,Maruti,Maruti
19480300,2,35000,petrol,manual,1,5,Skoda,Skoda
13898130,2,8000,petrol,manual,1,5,Hyundai,Hyundai
17172130,2,18000,petrol,automatic,1,5,Renault,Renault
13570730,2,31000,petrol,automatic,1,5,Maruti,Maruti
